,Unnamed: 0,host_since,host_response_rate,host_is_superhost,host_total_listings_count,host_identity_verified,longitude,room_type,bathrooms,bedrooms,price,maximum_nights,maximum_minimum_nights,maximum_maximum_nights,availability_30,availability_90,calendar_last_scraped,number_of_reviews_ltm,first_review,review_scores_rating,review_scores_cleanliness,review_scores_communication,review_scores_value,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms
1010,1010,2014-03-05,100%,t,2,t,18.08062,Entire home/apt,1.0,1.0,"$2,500.00",730,4,730,5,6,2024-12-30,9,2018-06-27,4.95,4.82,4.98,4.84,f,1,0
1011,1011,2012-06-19,,f,2,t,18.00018,Entire home/apt,1.0,1.0,$970.00,90,7,90,28,88,2024-12-30,1,2019-08-21,4.94,4.94,5.0,4.75,f,1,0
1012,1012,2018-06-13,,f,1,t,18.09893,Entire home/apt,2.0,3.0,"$3,000.00",14,2,14,28,88,2024-12-30,1,2018-07-21,5.0,4.8,5.0,4.8,f,1,0
1013,1013,2015-02-07,,f,1,t,18.06863,Entire home/apt,,1.0,,30,3,30,0,0,2024-12-30,4,2021-12-10,5.0,5.0,5.0,4.86,f,1,0
1014,1014,2014-07-21,100%,f,1,t,18.09213,Entire home/apt,1.0,2.0,"$1,950.00",365,330,365,6,6,2024-12-30,1,2018-07-15,4.81,4.76,4.95,4.76,f,1,0
1015,1015,2016-01-20,,f,2,f,18.10147,Entire home/apt,,3.0,,730,3,730,0,0,2024-12-30,1,2018-07-26,4.6,4.2,5.0,4.8,f,1,0
1016,1016,2017-05-25,,f,1,t,18.05536,Entire home/apt,,,,1125,1,1125,0,0,2024-12-30,0,2018-08-20,4.33,3.86,4.86,4.43,f,1,0
1017,1017,2018-06-28,40%,f,2,t,18.0406138079056,Entire home/apt,1.0,1.0,$804.00,61,1,61,0,0,2024-12-30,0,,,,,,f,2,0
1018,1018,2014-05-09,,f,3,f,17.98042,Entire home/apt,,,,60,7,60,0,0,2024-12-30,0,2018-07-10,4.94,4.87,4.87,4.79,f,2,0
1019,1019,2013-04-27,,f,1,f,18.10107,Entire home/apt,,1.0,,7,3,7,0,0,2024-12-30,0,2018-07-16,5.0,5.0,5.0,4.79,f,1,0
1020,1020,2015-03-29,,f,2,t,18.04211,Private room,,,,1,1,1125,0,0,2024-12-30,0,,,,,,f,0,0
1021,1021,2013-10-21,,f,1,t,17.99302,Entire home/apt,,3.0,,1125,3,1125,0,0,2024-12-30,0,2018-08-05,5.0,4.67,5.0,4.67,f,1,0
1022,1022,2016-10-29,,f,1,t,18.08006,Private room,,,,1125,3,1125,0,0,2024-12-30,0,2018-07-08,5.0,5.0,5.0,4.94,t,0,0
1023,1023,2015-04-12,,f,3,t,18.02076,Entire home/apt,,2.0,,1125,5,1125,0,0,2024-12-30,1,2018-07-23,4.79,4.43,4.79,4.86,t,1,0
1024,1024,2014-09-21,90%,t,3,t,18.12917,Private room,,,,1125,1,1125,27,27,2024-12-30,1,2024-11-17,4.0,3.0,5.0,4.0,f,0,0
1025,1025,2013-12-03,,f,1,t,18.09779,Entire home/apt,2.0,2.0,"$3,800.00",21,3,21,19,76,2024-12-30,4,2018-08-25,4.9,4.9,4.9,4.7,f,1,0
1026,1026,2018-06-29,100%,t,2,t,18.06468,Entire home/apt,1.0,2.0,"$2,800.00",730,3,730,6,6,2024-12-30,11,2018-07-25,4.71,4.67,4.67,4.75,t,1,0
1027,1027,2018-01-01,,f,1,f,18.0862,Entire home/apt,,1.0,,7,1,7,0,0,2024-12-30,0,2018-08-11,5.0,4.92,5.0,4.92,f,1,0
1028,1028,2018-07-03,,f,1,t,17.8135,Entire home/apt,,5.0,,14,2,14,0,0,2024-12-30,0,2018-08-10,5.0,5.0,5.0,4.75,f,1,0
1029,1029,2014-07-01,,f,2,t,18.05157,Entire home/apt,,,,1124,3,1124,0,0,2024-12-30,0,2018-07-24,4.95,4.85,4.95,4.95,f,1,0
1030,1030,2018-07-08,0%,f,3,t,18.12937,Entire home/apt,1.0,1.0,$700.00,1125,7,1125,23,83,2024-12-30,0,2018-07-17,4.0,4.0,5.0,5.0,f,1,0
1031,1031,2018-07-09,100%,f,7,f,18.08507,Private room,1.0,0.0,"$1,292.00",90,1,90,26,83,2024-12-30,2,2018-11-04,4.22,4.33,4.12,4.23,t,0,0
1032,1032,2017-07-17,100%,f,5,t,18.07154,Entire home/apt,1.0,2.0,"$2,410.00",1124,2,1125,18,72,2024-12-30,75,2018-07-29,4.61,4.59,4.53,4.56,f,3,0
1033,1033,2018-07-08,,f,2,t,18.01799,Private room,,,,7,5,1125,0,0,2024-12-30,0,2018-07-16,4.75,4.25,5.0,4.75,f,0,0
1034,1034,2016-08-20,,f,1,t,18.07999,Entire home/apt,,1.0,,1125,4,1125,0,0,2024-12-30,0,2018-07-28,4.92,4.83,4.96,4.75,f,1,0
1035,1035,2017-11-12,,f,2,t,18.16607,Private room,,2.0,,15,2,15,0,0,2024-12-30,0,2018-07-25,5.0,4.5,5.0,4.5,f,0,0
1036,1036,2015-11-08,100%,f,1,t,18.04414,Entire home/apt,2.0,3.0,"$3,550.00",21,10,21,0,0,2024-12-30,1,2018-08-15,5.0,5.0,4.91,4.82,f,1,0
1037,1037,2017-08-08,0%,f,2,t,18.06337,Entire home/apt,1.0,2.0,$950.00,7,1,7,29,89,2024-12-30,0,2023-04-01,4.47,4.05,4.84,4.0,f,2,0
1038,1038,2018-07-14,100%,f,1,t,18.07017,Entire home/apt,1.5,1.0,"$1,365.00",60,4,60,27,87,2024-12-30,29,2018-07-31,4.57,4.38,4.85,4.59,f,1,0
1039,1039,2018-07-11,100%,t,1,t,17.99292,Entire home/apt,1.5,1.0,$749.00,1125,2,1125,20,23,2024-12-30,28,2018-07-23,4.65,4.76,4.85,4.64,f,1,0
1040,1040,2018-01-23,0%,f,1,t,18.0031206,Entire home/apt,1.0,1.0,$996.00,200,1,200,29,89,2024-12-30,0,,,,,,f,1,0
1041,1041,2018-07-09,100%,f,7,f,18.08457,Private room,1.0,1.0,"$1,292.00",90,1,90,25,82,2024-12-30,16,2019-03-09,4.67,4.67,4.56,4.61,t,0,0
1042,1042,2018-07-09,100%,f,7,f,18.08279,Private room,1.0,1.0,$976.00,90,1,90,30,86,2024-12-30,0,2022-02-21,4.5,5.0,4.5,5.0,t,0,0
1043,1043,2018-07-09,100%,f,7,f,18.0844,Private room,1.0,1.0,$948.00,90,1,90,29,89,2024-12-30,0,2018-08-23,4.45,4.82,4.36,4.36,t,0,0
1044,1044,2018-07-09,100%,f,7,f,18.08294,Private room,1.0,1.0,$748.00,90,1,90,27,86,2024-12-30,19,2018-08-04,4.04,4.23,4.43,4.21,t,0,0
1045,1045,2014-05-11,,f,1,f,18.05988,Entire home/apt,2.0,2.0,"$1,989.00",7,2,7,0,57,2024-12-30,0,2018-08-02,4.75,4.5,5.0,4.67,f,1,0
1046,1046,2016-09-12,0%,f,1,t,18.04756,Private room,1.0,1.0,$800.00,1125,1,1125,0,0,2024-12-30,3,2018-07-29,4.82,4.91,4.92,4.78,f,0,0
1047,1047,2016-08-25,25%,f,1,t,18.08878105133772,Entire home/apt,1.5,1.0,"$1,600.00",6,2,6,28,88,2024-12-30,2,2022-09-24,4.86,4.71,5.0,4.86,f,1,0
1048,1048,2014-10-01,,f,1,t,18.04746,Entire home/apt,,1.0,,7,5,7,0,0,2024-12-30,0,2019-06-06,5.0,5.0,5.0,5.0,f,1,0
1049,1049,2015-11-02,100%,t,3,t,18.06087,Private room,1.0,1.0,"$1,100.00",14,2,14,29,78,2024-12-30,18,2018-08-22,4.91,4.86,5.0,4.82,f,0,0
1050,1050,2018-01-26,100%,t,2,t,17.95826,Entire home/apt,1.0,1.0,$860.00,60,2,60,24,84,2024-12-30,12,2018-08-04,4.98,4.98,4.99,4.89,f,1,0
1051,1051,2014-04-21,100%,f,4,t,18.0263,Entire home/apt,1.0,1.0,"$1,721.00",7,2,7,9,40,2024-12-30,3,2018-08-16,5.0,5.0,4.94,4.88,f,1,0
1052,1052,2018-08-04,,f,1,f,17.93201,Private room,1.5,1.0,$350.00,180,7,180,0,0,2024-12-30,1,2018-08-26,4.83,4.89,4.83,4.83,f,0,0
1053,1053,2016-08-29,,f,2,t,18.07951,Entire home/apt,,1.0,,1125,3,1125,0,0,2024-12-30,0,2018-08-20,4.79,4.83,4.88,4.67,f,1,0
1054,1054,2018-02-21,100%,f,9,t,18.00218,Private room,1.0,1.0,"$1,032.00",1125,1,1125,30,90,2024-12-30,0,2018-08-11,4.0,4.6,4.0,4.6,t,0,0
1055,1055,2018-02-21,100%,f,9,t,18.00112,Private room,1.0,1.0,"$1,032.00",1125,2,1125,30,90,2024-12-30,0,,,,,,t,0,0
1056,1056,2016-04-10,,,2,f,18.08576,Private room,,1.0,,1125,2,1125,0,0,2024-12-30,0,,,,,,f,0,0
1057,1057,2018-02-10,,f,2,f,18.00688,Private room,,,,7,3,7,0,0,2024-12-30,0,2018-10-08,4.89,4.85,5.0,4.89,f,0,0
1058,1058,2018-08-12,,f,1,t,18.03839,Entire home/apt,,1.0,,20,4,20,0,0,2024-12-30,0,2018-08-27,5.0,4.89,5.0,4.78,f,1,0
1059,1059,2015-02-17,0%,f,1,t,18.05592,Entire home/apt,1.0,1.0,$900.00,110,90,110,28,88,2024-12-30,0,,,,,,f,1,0
1060,1060,2018-04-11,,f,2,t,18.09245,Private room,1.5,1.0,$900.00,31,3,31,1,1,2024-12-30,0,2018-12-27,5.0,5.0,5.0,4.63,f,0,0
1061,1061,2016-06-04,,f,1,t,18.04423,Entire home/apt,,1.0,,1125,2,1125,0,0,2024-12-30,0,2018-08-22,4.64,4.57,4.93,4.43,f,1,0
1062,1062,2014-08-09,100%,t,1,t,18.062296873729736,Entire home/apt,1.0,4.0,"$2,686.00",1125,3,1125,9,19,2024-12-30,9,2019-06-22,4.87,4.91,4.98,4.75,f,1,0
1063,1063,2017-02-12,100%,t,9,t,18.04786,Hotel room,,1.0,,30,1,1125,0,0,2024-12-30,6,2019-08-26,4.74,4.69,4.86,4.74,f,1,0
1064,1064,2017-11-27,0%,f,1,t,18.05467,Private room,1.0,1.0,$699.00,1125,2,1125,27,87,2024-12-30,0,2018-09-03,4.68,5.0,4.74,4.68,f,0,0
1065,1065,2016-01-12,100%,f,2,t,18.03048,Entire home/apt,,1.0,,730,60,730,27,57,2024-12-30,11,2018-09-30,4.95,4.8,4.98,4.83,f,1,0
1066,1066,2010-11-11,,f,4,t,18.04235,Entire home/apt,,4.0,,30,7,30,0,0,2024-12-30,0,,,,,,f,1,0
1067,1067,2015-07-14,0%,f,1,t,17.93155,Entire home/apt,1.5,1.0,$890.00,730,2,730,0,0,2024-12-30,0,2018-08-27,5.0,4.73,4.82,4.73,f,1,0
1068,1068,2018-04-18,100%,t,1,t,18.05141,Entire home/apt,2.0,5.0,"$5,500.00",90,4,90,9,9,2024-12-30,21,2018-10-15,4.99,4.96,4.99,4.81,f,1,0
1069,1069,2018-08-26,,t,1,t,18.07103,Entire home/apt,,2.0,,14,5,14,0,0,2024-12-30,14,2018-09-13,5.0,4.88,5.0,4.92,f,1,0
1070,1070,2016-03-20,,f,1,f,18.10447,Entire home/apt,,1.0,,730,4,730,0,0,2024-12-30,3,2018-11-07,5.0,4.92,5.0,5.0,f,1,0
1071,1071,2013-08-25,50%,f,4,t,17.97613,Private room,1.5,1.0,$218.00,1125,180,1125,28,88,2024-12-30,1,2019-12-31,4.6,4.1,4.8,4.4,f,0,0
1072,1072,2017-05-17,91%,t,2,t,18.07388,Private room,1.0,1.0,$617.00,14,2,1125,12,14,2024-12-30,91,2018-09-20,4.95,4.95,4.92,4.93,t,0,0
1073,1073,2018-09-03,,t,2,t,18.01094,Private room,,,,14,2,1125,0,0,2024-12-30,4,2019-04-25,5.0,5.0,4.95,4.81,f,0,0
1074,1074,2015-04-23,100%,t,18,t,18.07422,Entire home/apt,1.0,1.0,"$2,160.00",90,2,90,23,78,2024-12-30,38,2018-09-09,4.96,4.95,4.88,4.84,f,8,0
1075,1075,2014-05-26,,f,1,t,17.96718,Entire home/apt,,1.0,,15,2,15,0,0,2024-12-30,0,2019-06-01,5.0,4.86,5.0,5.0,f,1,0
1076,1076,2018-09-13,,f,1,f,18.05621,Entire home/apt,,3.0,,28,3,28,0,0,2024-12-30,0,2018-10-31,4.59,4.09,4.77,4.82,t,1,0
1077,1077,2016-02-27,,f,5,t,18.04101,Entire home/apt,,1.0,,1125,5,1125,0,0,2024-12-30,0,2018-12-31,4.8,4.8,4.6,4.8,f,1,0
1078,1078,2018-07-23,,f,1,t,17.95823,Entire home/apt,,1.0,,1125,5,1125,0,0,2024-12-30,0,,,,,,t,1,0
1079,1079,2014-09-24,,f,1,t,17.95873,Entire home/apt,,1.0,,1125,5,1125,0,0,2024-12-30,2,2018-10-06,4.84,4.78,4.98,4.51,t,1,0
1080,1080,2018-09-26,100%,f,1,t,18.09414,Private room,1.5,1.0,$700.00,14,2,14,0,4,2024-12-30,1,2018-10-07,4.7,4.72,4.85,4.68,f,0,0
1081,1081,2018-10-06,100%,f,2,t,18.01318,Entire home/apt,1.0,1.0,$672.00,90,3,90,10,14,2024-12-30,0,2018-11-03,4.8,4.2,5.0,4.2,f,1,0
1082,1082,2016-03-14,70%,f,12,t,18.10901,Private room,,,,130,1,130,28,88,2024-12-30,0,2018-10-21,5.0,5.0,5.0,5.0,f,3,0
1083,1083,2016-07-10,100%,t,7,t,18.07335,Entire home/apt,1.5,0.0,$850.00,20,1,1125,22,59,2024-12-30,31,2018-11-29,4.91,4.97,4.92,4.89,t,1,0
1084,1084,2017-06-04,,f,1,t,18.02831,Entire home/apt,,1.0,,60,14,60,0,0,2024-12-30,0,2018-11-18,4.86,5.0,5.0,4.86,f,1,0
1085,1085,2014-06-01,100%,f,1,t,18.10489,Entire home/apt,,1.0,,1125,7,1125,0,0,2024-12-30,0,2019-01-03,4.88,4.5,4.88,4.63,f,1,0
1086,1086,2018-10-16,,f,3,f,17.95673,Entire home/apt,,1.0,,60,2,60,0,0,2024-12-30,0,2019-04-08,4.82,4.82,5.0,5.0,f,1,0
1087,1087,2017-06-07,,f,1,f,18.03055,Entire home/apt,,1.0,,10,3,10,0,0,2024-12-30,0,2019-05-05,4.86,4.81,5.0,4.84,f,1,0
1088,1088,2011-10-15,100%,t,2,t,18.04706,Private room,,1.0,,1125,1,1125,23,75,2024-12-30,96,2018-11-06,4.91,4.89,4.94,4.82,f,0,0
1089,1089,2016-04-18,,f,2,f,18.0664832803325,Entire home/apt,,4.0,,36,5,36,0,0,2024-12-30,1,2024-08-09,5.0,5.0,5.0,5.0,f,1,0
1090,1090,2016-10-18,,f,1,t,18.07925,Entire home/apt,,1.0,,25,1,25,0,0,2024-12-30,1,2018-11-04,5.0,4.8,5.0,4.7,f,1,0
1091,1091,2018-07-09,100%,f,7,f,18.08297,Private room,1.0,1.0,$667.00,90,1,90,25,65,2024-12-30,2,2018-11-11,4.04,4.31,4.19,3.92,t,0,0
1092,1092,2016-03-09,,f,3,t,18.00161,Entire home/apt,,1.0,,1125,2,1125,0,0,2024-12-30,3,2019-03-03,4.54,4.31,4.85,4.62,f,1,0
1093,1093,2018-01-12,,f,2,t,18.04839,Entire home/apt,,1.0,,1125,2,1125,0,0,2024-12-30,0,2018-12-30,4.76,4.82,4.9,4.72,t,1,0
1094,1094,2013-01-02,,f,5,t,18.07439,Private room,2.0,1.0,$950.00,40,4,40,28,88,2024-12-30,4,2018-12-09,5.0,5.0,4.95,4.86,f,0,0
1095,1095,2014-12-04,100%,f,5,t,18.10710334777832,Private room,1.5,1.0,$805.00,29,1,29,0,57,2024-12-30,4,2019-02-09,4.92,4.92,4.92,4.8,f,0,0
1096,1096,2018-11-12,,f,1,t,18.06476,Entire home/apt,,1.0,,10,3,10,0,0,2024-12-30,1,2018-11-25,4.92,4.88,4.96,4.84,f,1,0
1097,1097,2014-09-16,,f,4,t,18.06068,Private room,,,,1125,4,1125,0,0,2024-12-30,0,2022-07-21,5.0,4.75,5.0,5.0,f,0,0
1098,1098,2014-06-28,,f,1,t,17.92509,Entire home/apt,,,,1125,2,1125,0,0,2024-12-30,0,2018-12-11,5.0,5.0,5.0,5.0,f,1,0
1099,1099,2018-11-15,,f,1,f,17.91931,Private room,,,,21,1,21,0,0,2024-12-30,0,2018-11-27,4.89,4.89,4.89,5.0,f,0,0
1100,1100,2012-06-26,80%,t,8,t,18.02895,Entire home/apt,1.0,1.0,"$1,052.00",1125,1,1125,28,88,2024-12-30,0,2019-07-31,4.7,4.5,5.0,4.6,f,3,0
1101,1101,2018-04-25,,f,23,t,17.96541,Entire home/apt,1.0,0.0,$736.00,100,48,100,27,87,2024-12-30,0,2019-05-08,4.55,4.55,4.55,4.45,f,15,0
1102,1102,2018-07-03,100%,f,1,f,18.07116,Entire home/apt,2.0,3.0,"$4,000.00",3,1,3,0,42,2024-12-30,0,2018-12-26,4.92,4.83,4.92,4.83,f,1,0
1103,1103,2011-08-27,100%,t,20,t,18.06795,Entire home/apt,1.0,2.0,"$2,467.00",1125,3,1125,27,86,2024-12-30,62,2018-12-12,4.85,4.9,4.91,4.67,f,18,0
1104,1104,2014-10-23,100%,t,139,t,18.07207,Entire home/apt,1.0,1.0,"$2,384.00",1125,3,1125,10,34,2024-12-30,18,2019-02-11,4.88,4.91,4.92,4.71,f,40,0
1105,1105,2014-10-23,100%,t,139,t,18.09053,Entire home/apt,1.0,1.0,"$1,788.00",1125,3,1125,21,78,2024-12-30,24,2019-01-16,4.76,4.74,4.94,4.62,f,40,0
1106,1106,2016-04-14,,f,1,t,18.09488,Entire home/apt,1.0,2.0,"$2,000.00",1125,5,1125,0,29,2024-12-30,0,2021-07-22,5.0,4.89,4.89,4.56,f,1,0
1107,1107,2018-11-25,,f,1,t,18.06026,Entire home/apt,,,,90,8,1125,0,0,2024-12-30,2,2019-03-10,4.79,4.64,5.0,4.5,f,1,0
1108,1108,2014-02-21,100%,t,4,t,18.03855,Private room,1.5,1.0,$400.00,90,10,90,27,32,2024-12-30,9,2022-02-28,4.94,4.83,5.0,4.89,f,0,0
1109,1109,2015-09-17,100%,t,2,t,18.09187,Entire home/apt,1.0,2.0,"$2,795.00",1125,1,1125,25,85,2024-12-30,15,2018-12-26,4.84,4.9,4.91,4.71,f,2,0
1110,1110,2015-04-23,100%,t,18,t,18.07264,Entire home/apt,1.0,1.0,"$2,889.00",60,2,60,12,59,2024-12-30,3,2020-10-26,5.0,5.0,5.0,4.91,f,8,0
1111,1111,2013-07-08,100%,t,4,t,18.11393,Entire home/apt,,1.0,,80,2,80,0,0,2024-12-30,0,2019-03-07,5.0,4.5,5.0,5.0,f,2,0
1112,1112,2013-08-12,100%,t,20,t,18.0248,Entire home/apt,1.0,1.0,$671.00,31,1,1125,8,41,2024-12-30,86,2018-12-26,4.78,4.85,4.87,4.8,f,20,0
1113,1113,2013-08-12,100%,t,20,t,18.02367,Entire home/apt,1.0,1.0,$671.00,31,2,1125,5,48,2024-12-30,80,2018-12-26,4.76,4.76,4.83,4.74,f,20,0
1114,1114,2013-08-05,78%,f,3,t,18.13206,Entire home/apt,1.0,2.0,$900.00,365,5,365,24,84,2024-12-30,0,2019-01-04,5.0,4.0,5.0,5.0,f,1,0
1115,1115,2013-08-12,100%,t,20,t,18.02517,Entire home/apt,1.0,1.0,$699.00,31,2,1125,9,47,2024-12-30,76,2018-12-25,4.69,4.73,4.77,4.68,f,20,0
1116,1116,2013-08-12,100%,t,20,t,18.02366,Entire home/apt,1.0,1.0,$629.00,31,2,1125,17,67,2024-12-30,59,2018-12-24,4.75,4.79,4.81,4.69,f,20,0
1117,1117,2013-08-12,100%,t,20,t,18.02445,Entire home/apt,1.0,1.0,$654.00,31,2,1125,10,58,2024-12-30,72,2019-01-05,4.7,4.74,4.83,4.6,f,20,0
1118,1118,2013-08-12,100%,t,20,t,18.02425,Entire home/apt,1.0,1.0,$574.00,31,2,1125,8,31,2024-12-30,93,2018-12-27,4.71,4.75,4.83,4.66,f,20,0
1119,1119,2013-08-12,100%,t,20,t,18.0254,Entire home/apt,1.0,1.0,$720.00,31,2,1125,15,70,2024-12-30,57,2018-12-27,4.8,4.85,4.86,4.8,f,20,0
1120,1120,2018-04-25,,f,23,t,17.96541,Entire home/apt,,,,100,48,100,0,0,2024-12-30,0,2019-04-01,3.5,3.0,3.5,4.0,f,15,0
1121,1121,2018-04-25,,f,23,t,17.96541,Entire home/apt,,,,100,48,100,0,0,2024-12-30,0,2019-07-14,4.33,4.0,4.17,4.33,f,15,0
1122,1122,2018-12-12,,f,1,t,18.02691,Entire home/apt,1.0,1.0,"$3,000.00",1125,1,1125,30,90,2024-12-30,0,,,,,,f,1,0
1123,1123,2020-08-15,,f,37,t,18.106176376342773,Entire home/apt,1.0,1.0,$858.00,1125,3,99,0,0,2024-12-30,134,2019-01-06,4.5,4.57,4.54,4.46,t,22,0
1124,1124,2020-08-15,,f,37,t,18.10618019104004,Entire home/apt,1.0,1.0,$925.00,1125,3,99,28,88,2024-12-30,44,2018-12-25,4.5,4.45,4.53,4.44,t,22,0
1125,1125,2016-03-21,,f,2,t,18.07255,Entire home/apt,,1.0,,1125,5,1125,0,0,2024-12-30,0,2019-06-30,4.96,4.96,4.96,4.79,f,1,0
1126,1126,2018-02-18,100%,f,16,t,17.93846,Entire home/apt,1.0,2.0,$410.00,365,14,365,2,2,2024-12-30,0,2020-07-01,5.0,4.43,5.0,4.57,f,1,0
1127,1127,2018-04-25,,f,23,t,17.96541,Entire home/apt,,,,100,48,100,0,0,2024-12-30,1,2019-05-05,3.67,4.17,3.67,3.67,f,15,0
1128,1128,2020-08-15,,f,37,t,18.106176376342773,Entire home/apt,1.0,0.0,"$1,111.00",1125,3,99,28,88,2024-12-30,11,2019-01-27,4.49,4.46,4.43,4.44,t,22,0
1129,1129,2020-08-15,,f,37,t,18.106176376342773,Entire home/apt,1.0,1.0,"$1,344.00",1125,3,99,26,84,2024-12-30,29,2019-01-13,4.52,4.47,4.53,4.45,t,22,0
1130,1130,2018-12-19,,f,1,f,18.10026,Entire home/apt,1.0,1.0,$900.00,91,30,91,23,79,2024-12-30,0,2021-07-01,5.0,5.0,5.0,5.0,f,1,0
1131,1131,2017-06-27,,f,4,f,18.13091,Entire home/apt,,1.0,,1125,5,1125,0,0,2024-12-30,0,2021-05-15,5.0,4.67,5.0,4.67,f,1,0
1132,1132,2018-12-29,100%,t,1,t,18.0576,Private room,1.5,1.0,$590.00,1125,4,1125,2,24,2024-12-30,27,2019-01-09,4.81,4.85,4.82,4.83,f,0,0
1133,1133,2016-08-31,,f,1,t,18.06698,Entire home/apt,,3.0,,35,21,35,0,0,2024-12-30,0,2019-01-31,5.0,5.0,5.0,4.92,f,1,0
1134,1134,2018-12-31,,f,1,t,17.92432,Entire home/apt,1.5,1.0,$650.00,365,4,365,29,89,2024-12-30,12,2022-07-10,4.45,4.1,4.65,4.4,f,1,0
1135,1135,2020-08-15,,f,37,t,18.01409,Entire home/apt,1.0,0.0,$825.00,1125,3,99,29,89,2024-12-30,29,2020-03-01,4.53,4.46,4.6,4.4,t,22,0
1136,1136,2020-08-15,,f,37,t,18.01409,Entire home/apt,1.0,1.0,$945.00,1125,3,99,28,86,2024-12-30,30,2019-01-27,4.55,4.58,4.71,4.56,t,22,0
1137,1137,2020-08-15,,f,37,t,18.01409,Entire home/apt,1.0,0.0,$752.00,1125,3,99,29,89,2024-12-30,153,2019-02-19,4.63,4.57,4.53,4.58,t,22,0
1138,1138,2020-08-15,,f,37,t,18.06846,Entire home/apt,1.5,1.0,"$2,514.00",1125,3,99,14,54,2024-12-30,22,2019-02-18,4.47,4.62,4.64,4.36,t,22,0
1139,1139,2020-08-15,,f,37,t,18.06846,Entire home/apt,1.0,1.0,"$2,263.00",1125,3,99,15,58,2024-12-30,19,2019-02-26,4.5,4.61,4.58,4.46,t,22,0
1140,1140,2020-08-15,,f,37,t,18.06846,Entire home/apt,1.0,1.0,"$2,632.00",1125,3,99,10,46,2024-12-30,23,2019-01-20,4.63,4.72,4.66,4.67,t,22,0
1141,1141,2013-08-12,100%,t,20,t,18.02585,Entire home/apt,1.0,1.0,$577.00,31,2,1125,4,26,2024-12-30,90,2019-01-20,4.76,4.79,4.8,4.71,f,20,0
1142,1142,2020-08-15,,f,37,t,18.07049,Entire home/apt,1.0,1.0,"$1,967.00",1125,3,99,7,41,2024-12-30,5,2019-01-20,4.5,4.38,4.57,4.35,t,22,0
1143,1143,2020-08-15,,f,37,t,18.07049,Entire home/apt,1.0,1.0,"$1,967.00",1125,3,99,10,48,2024-12-30,27,2019-01-19,4.39,4.35,4.46,4.39,t,22,0
1144,1144,2020-08-15,,f,37,t,18.07049,Entire home/apt,1.0,1.0,"$2,159.00",1125,3,99,17,53,2024-12-30,26,2019-03-29,4.52,4.59,4.46,4.37,t,22,0
1145,1145,2019-01-05,,f,3,t,18.09433,Private room,,,,30,2,30,0,0,2024-12-30,0,2019-01-27,4.85,4.92,4.69,4.85,f,0,0
1146,1146,2019-01-13,100%,f,1,t,18.07285,Entire home/apt,2.0,3.0,"$3,200.00",100,5,100,0,7,2024-12-30,4,2019-07-05,5.0,4.96,5.0,4.89,f,1,0
1147,1147,2016-03-12,,f,1,t,18.00098,Entire home/apt,,1.0,,27,7,27,0,0,2024-12-30,2,2019-03-07,4.94,4.94,4.89,4.94,f,1,0
1148,1148,2018-11-15,,f,1,t,18.04153,Entire home/apt,,2.0,,28,5,28,0,0,2024-12-30,5,2019-07-24,4.5,4.67,4.83,4.17,f,1,0
1149,1149,2018-09-13,,f,2,t,18.06945,Private room,1.0,1.0,$450.00,1125,1,1125,0,0,2024-12-30,0,2019-02-04,4.35,4.49,4.61,4.46,t,0,0
1150,1150,2018-03-13,,f,2,t,17.92792,Private room,,,,300,300,300,30,90,2024-12-30,0,2019-09-08,5.0,4.75,5.0,5.0,f,0,0
1151,1151,2018-04-25,,f,23,t,17.96541,Entire home/apt,1.0,0.0,$650.00,90,28,90,27,87,2024-12-30,0,2019-06-30,5.0,5.0,5.0,4.67,f,15,0
1152,1152,2013-06-25,100%,t,2,t,18.11495,Entire home/apt,1.5,1.0,$500.00,1125,5,1125,27,27,2024-12-30,4,2020-12-24,5.0,5.0,5.0,4.86,f,1,0
1153,1153,2019-01-26,86%,t,2,t,18.05665,Entire home/apt,,3.0,,90,30,90,1,29,2024-12-30,4,2019-08-22,5.0,4.73,4.91,4.73,f,1,0
1154,1154,2019-01-26,,f,2,t,18.03067,Entire home/apt,,1.0,,30,10,1125,0,0,2024-12-30,0,2019-03-10,4.93,4.96,5.0,4.89,f,1,0
1155,1155,2017-04-24,,f,1,f,18.08949,Entire home/apt,,1.0,,1125,3,1125,0,0,2024-12-30,0,2019-03-15,4.31,4.23,4.85,4.62,f,1,0
1156,1156,2016-01-31,,f,3,t,17.81187,Entire home/apt,,3.0,,1125,3,1125,0,0,2024-12-30,0,2019-07-10,5.0,5.0,5.0,5.0,f,1,0
1157,1157,2019-02-03,100%,t,6,t,18.08023846843849,Entire home/apt,1.0,2.0,"$1,800.00",365,2,365,19,51,2024-12-30,50,2019-03-09,4.74,4.73,4.77,4.6,f,6,0
1158,1158,2014-05-01,,f,2,t,18.00056,Entire home/apt,1.5,1.0,$906.00,20,10,20,28,88,2024-12-30,1,2019-02-17,4.93,5.0,4.93,4.9,f,1,0
1159,1159,2014-01-12,100%,t,3,t,17.96329,Entire home/apt,1.5,1.0,$631.00,14,3,1125,5,5,2024-12-30,30,2019-03-09,4.96,4.97,4.99,4.91,f,1,0
1160,1160,2019-02-08,,f,1,f,18.05097,Entire home/apt,,1.0,,2,1,2,0,0,2024-12-30,0,,,,,,f,1,0
